,headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
2993,148,563,200,129,100002.331126,0.1
2994,154,565,200,127,99981.972779,0.1
2995,150,565,200,131,99992.281095,0.1
2996,164,580,201,142,99993.773434,0.1
2997,151,548,196,122,99998.493404,0.1
2998,160,569,193,127,99985.999771,0.1
2999,153,578,197,128,99986.989339,0.1
3000,161,595,210,136,99999.228930,0.1
3001,158,560,188,129,100002.078253,0.1
3002,155,598,211,137,100009.861959,0.1
3003,149,578,205,127,100014.327564,0.1
3004,155,573,200,135,100005.282585,0.1
3005,151,559,194,130,99996.322680,0.1
3006,150,579,202,131,100006.917209,0.1
3007,161,599,209,132,99992.016533,0.1
3008,158,580,205,135,100002.138177,0.1
3009,158,578,200,133,100017.899759,0.1
3010,161,587,198,127,100014.735739,0.1
3011,155,570,201,141,99996.976146,0.1
3012,156,604,215,135,100009.703637,0.1
3013,155,567,201,128,99996.120830,0.1
3014,149,567,200,123,99993.848940,0.1
3015,155,579,198,127,99983.906626,0.1
3016,151,558,194,129,100005.368902,0.1
3017,154,576,201,138,100003.059408,0.1
3018,153,556,198,131,100009.844940,0.1
3019,158,569,205,136,100008.059221,0.1
3020,147,578,209,136,99997.004797,0.1
3021,144,558,198,121,100008.631016,0.1
3022,165,610,213,141,100018.807308,0.1
3023,153,581,205,128,100023.012838,0.1
3024,151,561,194,125,100007.724558,0.1
3025,152,562,199,143,100002.884759,0.1
3026,154,554,196,135,100003.886641,0.1
3027,147,567,195,127,100000.833897,0.1
3028,173,580,194,136,99994.244311,0.1
3029,153,550,190,126,100015.772914,0.1
3030,158,580,204,140,100007.625065,0.1
3031,150,563,201,136,100001.464967,0.1
3032,155,570,200,135,100014.876210,0.1
3033,155,573,204,139,100008.397315,0.1
3034,150,559,199,133,99987.437218,0.1
3035,153,597,207,138,100012.366388,0.1
3036,153,564,199,136,99995.905687,0.1
3037,157,577,200,133,99986.824180,0.1
3038,157,576,200,130,100002.898594,0.1
3039,158,589,203,140,99996.898031,0.1
3040,158,578,200,138,99992.555272,0.1
3041,153,577,201,131,100015.835473,0.1
3042,158,583,199,139,100000.597222,0.1
3043,150,561,200,145,99999.477760,0.1
3044,160,583,207,133,99997.486349,0.1
3045,152,580,207,132,99996.070177,0.1
3046,152,592,204,141,100001.887792,0.1
3047,158,588,211,135,99996.788563,0.1
3048,160,578,195,140,100032.383432,0.1
3049,149,580,203,139,99989.456250,0.1
3050,150,587,209,132,100001.172432,0.1
3051,157,576,198,132,99995.297267,0.1
3052,155,585,203,136,99992.974595,0.1
3053,144,564,201,137,99993.320615,0.1
3054,155,562,190,134,100000.276551,0.1
3055,151,551,191,127,100009.311947,0.1
3056,158,576,203,138,100011.945064,0.1
3057,151,558,200,130,100006.966415,0.1
3058,157,605,216,140,99995.763182,0.1
3059,157,568,195,140,100019.217382,0.1
3060,148,561,200,132,100017.777336,0.1
3061,159,595,208,143,100017.631583,0.1
3062,147,578,208,133,99995.285468,0.1
3063,153,600,211,140,100006.214346,0.1
3064,152,571,200,141,100007.102543,0.1
3065,148,543,188,129,100005.849327,0.1
3066,162,595,205,130,100005.687548,0.1
3067,151,583,201,138,100005.490227,0.1
3068,146,572,210,131,99996.975685,0.1
3069,148,564,199,134,100012.073170,0.1
3070,164,591,204,143,100013.776666,0.1
3071,151,559,194,132,100006.362839,0.1
3072,152,556,189,135,100000.552974,0.1
3073,159,590,207,137,100004.058171,0.1
3074,151,562,193,126,100012.484573,0.1
3075,157,603,214,141,99998.725184,0.1
3076,153,585,213,131,100006.994357,0.1
3077,148,554,192,128,99992.647495,0.1
3078,159,575,194,128,100003.792161,0.1
3079,147,543,188,123,99987.253382,0.1
3080,162,586,201,137,99988.630862,0.1
3081,158,583,203,136,100020.884818,0.1
3082,151,553,190,135,100001.316468,0.1
3083,159,579,194,130,100011.037148,0.1
3084,150,547,192,130,99973.231586,0.1
3085,153,566,197,130,99997.623015,0.1
3086,153,586,208,130,99998.242167,0.1
3087,160,583,195,126,99994.417615,0.1
3088,153,568,197,127,100001.396556,0.1
3089,153,562,191,138,99991.336547,0.1
3090,150,573,201,130,100012.558611,0.1
3091,153,558,187,125,100006.589329,0.1
3092,162,557,186,134,99988.556443,0.1
3093,154,558,191,131,100004.846547,0.1
3094,160,590,203,139,100003.145199,0.1
3095,140,569,203,129,100016.108815,0.1
3096,160,588,200,126,100010.558686,0.1
3097,161,597,202,136,99988.816802,0.1
3098,169,614,209,136,99992.228247,0.1
3099,155,576,200,136,100009.944350,0.1
3100,154,586,208,132,99986.784866,0.1
3101,168,600,205,137,100005.999020,0.1
3102,152,551,189,133,99993.216519,0.1
3103,169,583,202,141,100005.089451,0.1
3104,156,585,208,136,100005.382648,0.1
3105,156,588,207,133,100003.745337,0.1
3106,156,561,191,132,99992.531828,0.1
3107,140,564,202,132,100000.335379,0.1
3108,153,573,204,129,100012.202225,0.1
3109,147,535,181,127,99998.154002,0.1
3110,160,580,199,130,100004.466744,0.1
3111,151,549,189,130,100016.487478,0.1
3112,158,580,203,137,100019.095287,0.1
3113,142,543,194,135,100015.546895,0.1
3114,161,578,196,138,100001.427777,0.1
3115,155,594,204,133,100001.028034,0.1
3116,152,570,199,135,99998.233999,0.1
3117,154,579,202,132,99994.879324,0.1
3118,160,589,209,137,99998.360498,0.1
3119,146,551,196,128,99985.890340,0.1
3120,154,583,207,134,100005.780249,0.1
3121,149,559,192,136,99997.153648,0.1
3122,152,563,192,127,100011.312649,0.1
3123,151,562,197,135,100010.500034,0.1
3124,148,603,215,128,100013.930158,0.1
3125,150,542,189,124,99992.231906,0.1
3126,158,586,202,135,99997.733246,0.1
3127,158,570,193,135,99992.697872,0.1
3128,174,555,181,136,99984.409048,0.1
3129,160,585,205,139,99993.297970,0.1
3130,155,580,205,120,99992.072594,0.1
3131,153,572,201,126,100011.306052,0.1
3132,152,574,201,134,99972.608583,0.1
3133,153,588,204,123,100005.103150,0.1
3134,156,572,196,121,99997.463807,0.1
3135,164,587,203,130,99995.423373,0.1
3136,160,568,192,138,99996.939635,0.1
3137,153,564,198,138,100004.657576,0.1
3138,159,607,213,145,99999.020243,0.1
3139,164,583,199,139,100023.782396,0.1
3140,155,564,197,132,100001.968458,0.1
3141,157,575,204,134,99995.291567,0.1
3142,153,583,205,130,99994.703246,0.1
3143,151,558,195,132,99997.838243,0.1
3144,155,549,189,124,100015.905567,0.1
3145,143,553,193,136,100005.431137,0.1
3146,150,567,204,128,100013.770375,0.1
3147,158,584,203,138,99987.357890,0.1
3148,158,565,197,141,99995.128578,0.1
3149,158,609,217,136,100000.696285,0.1
3150,144,553,195,128,99997.994918,0.1
3151,151,569,200,119,100007.029729,0.1
3152,154,570,203,131,100010.515007,0.1
3153,153,580,205,124,99996.338767,0.1
3154,163,583,197,137,99971.279497,0.1
3155,156,559,197,125,99990.771808,0.1
3156,155,595,209,123,99987.994917,0.1
3157,165,583,200,130,100005.825206,0.1
3158,158,558,186,140,100020.434700,0.1
3159,167,597,204,141,100003.430748,0.1
3160,161,593,205,146,100018.197731,0.1
3161,147,543,188,133,100003.380169,0.1
3162,153,573,206,137,100011.229748,0.1
3163,161,581,207,134,100003.241131,0.1
3164,156,595,208,146,100007.553743,0.1
3165,153,579,207,131,99990.730075,0.1
3166,152,564,198,133,99996.899052,0.1
3167,148,576,208,130,100015.081116,0.1
3168,157,601,207,142,100009.297092,0.1
3169,157,560,195,134,99986.448096,0.1
3170,166,589,198,146,100010.751157,0.1
3171,151,567,199,134,100012.316693,0.1
3172,147,575,203,134,99997.243977,0.1
3173,159,580,206,134,100003.340436,0.1
3174,151,567,195,131,99994.259396,0.1
3175,158,573,197,136,100003.083973,0.1
3176,155,594,211,138,100001.571163,0.1
3177,155,565,198,139,99996.146971,0.1
3178,162,573,199,132,99999.594726,0.1
3179,156,580,206,133,99994.574626,0.1
3180,153,572,198,127,100006.889698,0.1
3181,150,577,204,141,99993.557737,0.1
3182,160,575,198,133,100003.540425,0.1
3183,145,575,206,146,100002.808103,0.1
3184,155,573,200,135,99992.118516,0.1
3185,142,552,200,132,99996.011881,0.1
3186,153,576,203,135,100003.125136,0.1
3187,151,570,193,132,100013.744247,0.1
3188,155,582,204,137,99993.594975,0.1
3189,155,583,203,136,99998.761451,0.1
3190,153,557,197,135,99998.137476,0.1
3191,163,573,198,137,99982.465931,0.1
3192,169,598,202,134,99998.521130,0.1
3193,165,603,212,138,100007.519209,0.1
3194,158,590,209,134,100007.813188,0.1
3195,156,573,194,132,99995.199653,0.1
3196,149,542,191,116,100005.357098,0.1
3197,152,552,187,128,99997.511482,0.1
3198,153,564,200,129,100003.575318,0.1
3199,154,555,197,127,100009.359749,0.1
3200,155,564,196,129,99993.362480,0.1
3201,151,603,219,134,100004.797369,0.1
3202,152,545,186,128,99983.601612,0.1
3203,150,585,205,134,100009.753386,0.1
3204,155,573,204,123,99984.541992,0.1
3205,171,577,185,142,99999.362689,0.1
3206,155,583,207,130,99998.103563,0.1
3207,160,600,213,131,100008.616704,0.1
3208,148,564,200,123,100017.891854,0.1
3209,153,586,205,138,99998.119848,0.1
3210,161,590,206,136,100000.085886,0.1
3211,157,578,206,126,99989.413530,0.1
3212,156,544,184,132,100005.651747,0.1
3213,143,537,187,132,100009.979772,0.1
3214,158,557,187,137,100011.765710,0.1
3215,145,545,192,120,99990.039153,0.1
3216,161,568,190,140,99991.265109,0.1
3217,146,537,189,125,100009.046195,0.1
3218,150,565,199,130,100009.391727,0.1
3219,146,553,194,129,99979.500068,0.1
3220,160,587,203,133,99991.834385,0.1
3221,153,542,189,126,99978.051074,0.1
3222,159,551,189,132,99998.088164,0.1
3223,153,568,199,131,100001.416890,0.1
3224,144,585,215,141,100003.491340,0.1
3225,141,545,193,130,100004.520692,0.1
3226,154,584,202,126,100006.572623,0.1
3227,150,582,208,141,99998.992724,0.1
3228,154,571,198,130,99984.881182,0.1
3229,154,563,197,118,100002.137688,0.1
3230,153,581,203,136,100007.511671,0.1
3231,157,545,182,130,99985.875412,0.1
3232,159,581,202,133,99990.322161,0.1
3233,156,570,196,125,100012.012087,0.1
3234,149,559,196,131,100016.301519,0.1
3235,159,600,211,128,99995.349414,0.1
3236,153,563,196,134,99986.956925,0.1
3237,160,580,196,135,99994.016425,0.1
3238,160,573,204,136,99991.710447,0.1
3239,152,553,195,130,99995.427723,0.1
3240,151,578,203,127,100008.227610,0.1
3241,162,545,181,142,99980.779128,0.1
3242,152,547,193,129,99979.564509,0.1
3243,157,564,194,142,100019.429539,0.1
3244,158,578,206,133,99991.955638,0.1
3245,155,585,207,141,100011.836578,0.1
3246,164,579,195,135,99981.547491,0.1
3247,153,568,202,134,100008.586039,0.1
3248,152,563,197,128,99985.860599,0.1
3249,157,557,188,126,99990.126491,0.1
3250,158,594,210,136,99986.033398,0.1
3251,142,538,190,124,100005.447258,0.1
3252,155,568,194,130,99989.588064,0.1
3253,155,568,199,131,99990.015773,0.1
3254,151,561,195,130,100006.736534,0.1
3255,148,573,200,140,100015.678953,0.1
3256,148,579,201,140,100004.293212,0.1
3257,163,587,200,142,100002.610413,0.1
3258,153,564,201,133,100007.798494,0.1
3259,150,572,203,138,100016.677782,0.1
3260,158,585,209,133,99997.516810,0.1
3261,156,555,191,129,99990.221530,0.1
3262,151,575,205,128,100018.430945,0.1
3263,146,543,190,131,100014.149012,0.1
3264,158,565,194,129,99987.858708,0.1
3265,161,565,191,137,100008.132615,0.1
3266,153,576,199,135,100004.075160,0.1
3267,157,572,200,137,99999.289891,0.1
3268,140,546,193,127,99988.476251,0.1
3269,153,575,207,129,99985.891681,0.1
3270,170,567,187,138,99994.524364,0.1
3271,150,562,199,133,99999.279604,0.1
3272,141,548,193,126,100016.410492,0.1
3273,151,555,189,133,99986.010750,0.1
3274,164,581,198,138,100010.182232,0.1
3275,148,557,198,127,100002.129088,0.1
3276,163,590,201,133,100008.159255,0.1
3277,153,555,193,131,100020.225758,0.1
3278,151,548,188,127,99995.564281,0.1
3279,152,563,196,132,100001.379077,0.1
3280,150,563,198,127,99983.183008,0.1
3281,151,547,190,125,99993.301646,0.1
3282,158,577,199,132,100015.617201,0.1
3283,159,594,208,129,100020.246659,0.1
3284,157,583,203,132,100001.671791,0.1
3285,150,563,200,134,99999.478001,0.1
3286,149,554,192,123,100004.608290,0.1
3287,154,580,201,150,100002.970266,0.1
3288,155,598,209,141,100022.525531,0.1
3289,163,605,210,126,99989.895901,0.1
3290,160,580,194,140,99983.150459,0.1
3291,155,564,199,133,99992.550135,0.1
3292,167,598,205,142,99986.222449,0.1
3293,153,565,198,136,100001.135550,0.1
3294,153,570,197,126,100000.563437,0.1
3295,141,581,210,128,99985.067257,0.1
3296,148,569,203,132,99999.670581,0.1
3297,147,570,200,117,99997.062231,0.1
3298,144,554,195,127,100002.398715,0.1
3299,150,564,200,134,99993.590625,0.1
3300,153,577,204,131,99995.994926,0.1
3301,157,574,200,126,99997.121219,0.1
3302,152,552,192,124,100013.289123,0.1
3303,143,557,198,129,99988.649418,0.1
3304,148,573,203,138,99994.175064,0.1
3305,160,577,201,134,100000.648412,0.1
3306,153,566,194,138,99999.273799,0.1
3307,156,596,208,142,100011.563291,0.1
3308,157,588,206,143,99996.966663,0.1
3309,153,566,198,123,100003.464820,0.1
3310,143,547,194,124,100000.327583,0.1
3311,150,565,200,123,99991.461189,0.1
3312,151,585,210,141,99996.926066,0.1
3313,153,562,200,133,99999.712559,0.1
3314,155,567,201,128,99992.009641,0.1
3315,143,548,194,114,100025.962536,0.1
3316,148,573,205,128,100002.234465,0.1
3317,151,570,200,125,100010.455674,0.1
3318,155,557,190,132,100016.657701,0.1
3319,161,571,196,123,100020.043766,0.1
3320,152,567,200,116,99981.968956,0.1
3321,163,585,203,138,99993.589856,0.1
3322,167,585,201,139,99985.987261,0.1
3323,153,565,197,128,99995.093560,0.1
3324,156,572,199,130,99996.434394,0.1
3325,152,583,205,136,99985.282133,0.1
3326,145,563,199,138,100011.103379,0.1
3327,160,583,198,127,100012.747584,0.1
3328,156,571,197,121,99992.927822,0.1
3329,158,566,196,128,100006.805081,0.1
3330,151,579,200,137,100008.540508,0.1
3331,148,555,193,133,100006.615558,0.1
3332,152,575,201,115,99986.418985,0.1
3333,153,557,189,126,100024.453780,0.1
3334,155,557,192,125,100020.872137,0.1
3335,156,563,194,131,99995.107646,0.1
3336,154,588,206,135,99995.368159,0.1
3337,147,557,196,131,99986.692308,0.1
3338,158,580,206,127,100006.148358,0.1
3339,157,578,198,131,99999.968074,0.1
3340,153,547,191,127,100004.820062,0.1
3341,155,575,204,133,99995.788988,0.1
3342,150,558,193,126,99987.376531,0.1
3343,158,576,198,135,99990.390796,0.1
3344,166,600,207,131,99993.827251,0.1
3345,152,554,195,131,100001.492274,0.1
3346,158,567,194,127,99997.724397,0.1
3347,160,582,200,126,100007.789258,0.1
3348,160,593,200,140,100006.781632,0.1
3349,155,570,202,115,100009.340219,0.1
3350,148,562,196,124,100002.966141,0.1
3351,157,563,190,133,100018.559709,0.1
3352,155,583,204,137,100021.439859,0.1
3353,150,560,196,130,99995.086090,0.1
3354,150,563,193,134,99989.423907,0.1
3355,146,553,195,125,100007.669485,0.1
3356,159,571,200,129,100005.873430,0.1
3357,155,586,204,133,100008.025267,0.1
3358,150,566,199,130,99995.022364,0.1
3359,153,600,212,131,99989.756996,0.1
3360,150,570,198,137,99998.433515,0.1
3361,153,564,198,135,100017.365566,0.1
3362,152,575,201,135,99997.978124,0.1
3363,154,565,197,127,100006.960824,0.1
3364,155,565,197,131,99994.370959,0.1
3365,158,568,191,131,99991.202538,0.1
3366,155,562,194,132,99991.994762,0.1
3367,152,568,201,128,99977.484196,0.1
3368,163,593,207,134,99993.445184,0.1
3369,160,600,206,130,100008.834422,0.1
3370,145,559,193,134,100000.433204,0.1
3371,160,580,204,139,99991.539924,0.1
3372,149,555,199,135,99999.464113,0.1
3373,160,581,199,129,100002.598135,0.1
3374,160,595,205,134,100008.323323,0.1
3375,155,574,200,130,99992.686668,0.1
3376,160,610,208,131,99999.924129,0.1
3377,146,566,200,129,100003.328873,0.1
3378,151,567,199,141,100010.534760,0.1
3379,148,548,192,133,99987.493219,0.1
3380,159,587,204,133,99996.941857,0.1
3381,147,557,197,122,99982.011615,0.1
3382,148,568,202,136,99991.603503,0.1
3383,156,587,204,140,100003.371342,0.1
3384,155,574,198,127,100017.092077,0.1
3385,157,562,194,131,99997.618150,0.1
3386,155,607,210,134,99995.984056,0.1
3387,151,557,191,133,99990.005377,0.1
3388,157,567,197,130,99986.332103,0.1
3389,145,532,186,125,99991.382841,0.1
3390,145,570,202,130,100006.207175,0.1
3391,153,565,199,137,99979.041333,0.1
3392,158,598,206,131,99997.939416,0.1
3393,161,580,196,117,99993.168420,0.1
3394,159,591,205,131,99989.544909,0.1
3395,148,572,204,126,100002.378837,0.1
3396,147,561,200,120,99992.077337,0.1
3397,158,581,200,136,99989.123972,0.1
3398,158,573,196,141,99994.164239,0.1
3399,150,584,210,131,99984.555129,0.1
3400,148,572,204,131,99983.553812,0.1
3401,160,595,209,134,99992.033376,0.1
3402,153,557,199,125,99988.548299,0.1
3403,152,573,202,129,100008.911212,0.1
3404,167,576,195,139,99999.180872,0.1
3405,168,608,204,123,99988.359434,0.1
3406,163,565,191,121,99998.939711,0.1
3407,164,594,210,138,100007.011329,0.1
3408,157,570,195,132,100005.764019,0.1
3409,149,550,194,130,100017.146551,0.1
3410,156,585,202,130,99991.973483,0.1
3411,146,566,201,117,100012.829325,0.1
3412,156,571,197,127,99996.308967,0.1
3413,150,564,199,123,100000.763406,0.1
3414,146,561,198,128,99991.415511,0.1
3415,159,568,196,135,99989.618297,0.1
3416,160,558,194,125,100018.167779,0.1
3417,149,557,193,128,100018.912873,0.1
3418,155,583,204,111,100002.958737,0.1
3419,153,550,192,119,100008.343563,0.1
3420,153,568,194,133,100002.147820,0.1
3421,158,558,189,130,100015.819798,0.1
3422,151,584,202,128,99982.192121,0.1
3423,150,569,196,132,100016.301521,0.1
3424,155,573,195,127,99983.198790,0.1
3425,149,565,196,125,100015.990508,0.1
3426,168,560,181,130,100021.399184,0.1
3427,150,577,202,124,99987.468808,0.1
3428,153,563,195,135,99992.911725,0.1
3429,157,577,196,130,99999.876923,0.1
3430,152,560,195,122,100008.346459,0.1
3431,158,576,199,126,99978.308216,0.1
3432,148,560,194,129,99998.429645,0.1
3433,153,576,204,129,100006.662111,0.1
3434,163,566,197,135,100007.856489,0.1
3435,152,575,198,131,100006.501947,0.1
3436,155,570,198,138,99995.474752,0.1
3437,150,583,210,131,99995.890432,0.1
3438,147,559,198,122,99994.360647,0.1
3439,156,575,199,144,100025.291279,0.1
3440,153,565,195,130,99989.692760,0.1
3441,150,558,191,137,100002.425742,0.1
3442,160,595,204,131,99996.829885,0.1
3443,147,546,190,126,99998.362645,0.1
3444,153,580,206,133,100003.210729,0.1
3445,163,593,204,136,99994.183244,0.1
3446,158,581,204,132,100000.375921,0.1
3447,163,595,206,133,99995.509858,0.1
3448,155,576,204,130,100007.332945,0.1
3449,160,579,198,132,99995.993476,0.1
3450,157,570,200,142,100000.575988,0.1
3451,161,570,192,136,100000.052139,0.1
3452,158,581,199,116,100018.849653,0.1
3453,155,556,189,129,100018.539451,0.1
3454,155,587,202,132,99988.006042,0.1
3455,140,540,194,110,99992.014847,0.1
3456,159,573,195,132,99985.388805,0.1
3457,161,581,202,132,99996.110264,0.1
3458,159,593,208,139,99998.722470,0.1
3459,153,578,203,132,99992.685418,0.1
3460,158,574,195,139,100003.118749,0.1
3461,162,588,210,132,99994.498558,0.1
3462,147,554,192,127,99999.090353,0.1
3463,150,557,192,117,99980.972832,0.1
3464,152,575,202,136,100006.000322,0.1
3465,158,583,202,136,99989.898614,0.1
3466,148,543,186,123,99995.109156,0.1
3467,150,598,214,142,100005.787047,0.1
3468,153,575,199,131,99985.316813,0.1
3469,152,581,210,134,100009.906313,0.1
3470,156,586,200,133,100002.322335,0.1
3471,165,598,203,140,100002.213486,0.1
3472,151,558,195,136,99985.597349,0.1
3473,167,599,205,127,99986.282486,0.1
3474,138,558,198,127,100000.344745,0.1
3475,153,588,206,140,99996.645194,0.1
3476,143,561,200,126,99993.839575,0.1
3477,154,574,199,124,99998.408820,0.1
3478,155,581,204,130,99990.693313,0.1
3479,155,585,205,124,99998.165455,0.1
3480,152,592,210,139,100005.020190,0.1
3481,158,581,203,133,99990.723626,0.1
3482,166,578,197,128,99991.216209,0.1
3483,153,568,197,125,99998.414749,0.1
3484,153,546,180,120,99994.985439,0.1
3485,153,556,192,125,99998.810475,0.1
3486,168,600,208,139,100000.237691,0.1
3487,162,573,195,133,99982.327779,0.1
3488,160,590,206,132,100015.414295,0.1
3489,145,553,192,121,99997.560155,0.1
3490,152,563,196,133,100000.367123,0.1
3491,153,587,207,132,99987.581201,0.1
3492,153,550,190,126,99996.993466,0.1
3493,149,560,197,123,99996.530406,0.1
3494,173,622,213,134,99989.146466,0.1
3495,144,553,198,128,99997.238590,0.1
3496,154,560,193,128,99984.026895,0.1
3497,154,570,199,135,100022.238208,0.1
3498,153,566,200,124,100001.670058,0.1
3499,153,567,198,134,100004.343231,0.1
3500,151,556,195,135,100002.306405,0.1
3501,155,580,205,125,99991.454191,0.1
3502,156,573,200,133,100000.214997,0.1
3503,159,600,210,131,99972.896063,0.1
3504,160,593,205,130,99989.331991,0.1
3505,152,568,200,132,100005.288675,0.1
3506,144,544,195,136,99996.894363,0.1
3507,150,573,206,138,99977.766040,0.1
3508,151,555,189,132,99985.031733,0.1
3509,156,580,203,125,100008.011935,0.1
3510,160,572,193,139,99981.953531,0.1
3511,149,572,199,130,100000.226011,0.1
3512,157,574,198,132,99981.301395,0.1
3513,161,564,190,129,100008.582742,0.1
3514,157,578,201,133,100004.871400,0.1
3515,160,585,204,126,100008.886901,0.1
3516,155,587,201,133,99996.234110,0.1
3517,152,572,201,129,100003.443208,0.1
3518,151,573,200,131,100001.806052,0.1
3519,157,577,202,133,99986.651967,0.1
3520,155,583,200,133,100000.616791,0.1
3521,158,583,204,134,99992.891847,0.1
3522,160,607,215,137,99987.487894,0.1
3523,154,570,198,132,99988.310604,0.1
3524,162,576,195,135,100010.947318,0.1
3525,157,575,194,129,100008.101676,0.1
3526,156,583,199,121,99996.129493,0.1
3527,161,601,208,132,99979.271519,0.1
3528,154,585,204,127,100005.686974,0.1
3529,149,564,199,134,100011.468307,0.1
3530,154,565,196,127,100006.203914,0.1
3531,150,566,201,136,99997.359368,0.1
3532,153,585,204,135,99985.677949,0.1
3533,153,562,193,130,99998.998912,0.1
3534,147,554,194,123,99990.880362,0.1
3535,142,554,196,124,99991.953077,0.1
3536,153,581,203,129,99999.079789,0.1
3537,153,566,197,116,99993.494447,0.1
3538,153,551,192,125,100000.581938,0.1
3539,153,572,202,130,100009.140730,0.1
3540,155,557,189,128,99984.827583,0.1
3541,149,567,199,134,100002.526314,0.1
3542,158,575,198,119,100003.978660,0.1
3543,148,556,190,127,99996.964547,0.1
3544,150,580,202,125,99979.443567,0.1
3545,155,574,199,120,99991.090818,0.1
3546,158,583,201,133,100022.663333,0.1
3547,149,562,194,128,100007.092052,0.1
3548,146,561,195,122,99987.878850,0.1
3549,161,569,186,133,99996.012467,0.1
3550,156,578,203,139,99995.492292,0.1
3551,152,566,198,121,100000.823631,0.1
3552,158,598,209,134,100002.881718,0.1
3553,155,568,197,132,100007.861825,0.1
3554,161,560,186,123,100001.128912,0.1
3555,152,586,204,134,99991.090535,0.1
3556,159,595,209,123,100008.833824,0.1
3557,157,580,200,119,99992.122349,0.1
3558,153,551,186,129,100005.349031,0.1
3559,155,563,193,124,100018.016167,0.1
3560,151,565,199,126,100001.228371,0.1
3561,158,570,194,128,99983.173289,0.1
3562,158,605,212,131,100006.066016,0.1
3563,175,615,209,133,100003.817225,0.1
3564,160,570,192,133,99989.273349,0.1
3565,157,582,204,130,100006.134563,0.1
3566,160,572,192,130,100000.442253,0.1
3567,156,569,193,131,99989.090489,0.1
3568,168,595,200,122,100001.603468,0.1
3569,152,570,193,130,99998.179954,0.1
3570,150,569,200,123,99981.486149,0.1
3571,156,570,199,132,100002.098758,0.1
3572,159,590,204,133,99983.932641,0.1
3573,153,567,195,134,100004.573048,0.1
3574,154,557,190,124,99985.515183,0.1
3575,151,557,193,127,100004.567517,0.1
3576,155,575,200,126,100000.996180,0.1
3577,160,580,200,125,99984.876601,0.1
3578,165,585,201,133,100004.439892,0.1
3579,152,567,200,137,100010.286676,0.1
3580,150,570,197,134,99984.133773,0.1
3581,149,547,193,127,99990.353797,0.1
3582,148,543,188,127,99988.363715,0.1
3583,151,565,195,129,99995.985605,0.1
3584,166,585,198,130,100013.560198,0.1
3585,152,592,210,134,99999.038418,0.1
3586,146,556,196,120,100012.952510,0.1
3587,157,568,200,136,99997.033845,0.1
3588,146,552,193,129,100011.682881,0.1
3589,155,581,203,133,99992.839375,0.1
3590,155,552,188,121,99994.986180,0.1
3591,154,567,194,131,99982.465865,0.1
3592,158,561,186,131,100007.001289,0.1
3593,151,542,191,126,99997.299642,0.1
3594,165,600,206,133,99994.208099,0.1
3595,156,575,200,129,99988.595120,0.1
3596,143,534,182,132,100005.010163,0.1
3597,159,600,208,137,100002.257672,0.1
3598,147,553,195,124,99989.109129,0.1
3599,157,580,202,130,100012.800581,0.1
3600,155,574,203,126,99999.011812,0.1
3601,164,615,213,140,99997.298510,0.1
3602,142,538,193,121,100017.450684,0.1
3603,140,540,191,124,99998.194420,0.1
3604,162,580,200,134,99997.976222,0.1
3605,158,584,206,125,99996.074435,0.1
3606,150,562,200,125,100021.464022,0.1
3607,151,567,198,128,100021.364055,0.1
3608,154,575,205,127,100009.742296,0.1
3609,164,582,199,130,99998.102100,0.1
3610,168,572,190,137,99993.371522,0.1
3611,141,555,197,130,100004.139665,0.1
3612,148,568,195,132,100000.319248,0.1
3613,146,568,202,125,99984.063407,0.1
3614,156,573,200,131,100011.438145,0.1
3615,150,567,201,129,99994.904632,0.1
3616,144,530,185,123,100006.487947,0.1
3617,153,567,194,132,99998.813710,0.1
3618,159,576,194,134,99999.271791,0.1
3619,144,560,198,130,99986.565705,0.1
3620,165,608,211,128,99991.199545,0.1
3621,160,587,202,135,99993.463376,0.1
3622,154,572,200,132,99999.779872,0.1
3623,158,567,198,134,100003.382998,0.1
3624,149,555,193,132,99997.112449,0.1
3625,160,603,209,143,99992.379129,0.1
3626,155,588,207,125,100010.531662,0.1
3627,151,588,213,138,99999.908149,0.1
3628,153,600,214,133,100004.757604,0.1
3629,146,563,199,131,100003.739434,0.1
3630,155,581,200,131,99991.207364,0.1
3631,152,566,201,136,99993.611523,0.1
3632,156,577,198,129,100008.555868,0.1
3633,158,578,202,133,100019.557536,0.1
3634,157,575,196,128,100004.732916,0.1
3635,145,548,193,115,99993.249173,0.1
3636,158,559,188,131,100012.285053,0.1
3637,159,576,197,130,99983.579797,0.1
3638,155,574,199,123,99991.596679,0.1
3639,148,550,195,131,100012.710482,0.1
3640,152,579,205,138,99995.736924,0.1
3641,156,585,205,139,100015.138224,0.1
3642,153,558,190,130,99982.833054,0.1
3643,160,586,198,123,99993.429166,0.1
3644,162,581,200,138,100003.340344,0.1
3645,157,577,198,131,100001.930590,0.1
3646,154,581,203,125,100002.780798,0.1
3647,160,591,207,136,99999.675095,0.1
3648,154,567,200,134,99993.733650,0.1
3649,155,572,200,125,100009.941977,0.1
3650,153,555,193,125,99993.361426,0.1
3651,153,550,188,128,99987.439742,0.1
3652,148,582,205,127,99998.893544,0.1
3653,141,534,186,122,99974.284085,0.1
3654,155,574,195,122,100008.309953,0.1
3655,155,575,203,124,100004.911273,0.1
3656,159,574,197,129,99999.266466,0.1
